date,stiffness,rating,ascent_type,attempts,grade,color,climb_name,gym
2024-08-29,0,,Onsight,1,v2,Yellow,,Movement Belmont
2024-08-29,0,,Onsight,1,v0,Pink,,Movement Belmont
2024-08-29,0,,Onsight,1,v1,White,,Movement Belmont
2024-08-29,0,,Repeat,2,v3,Blue,,Movement Belmont
2024-08-29,0,,Onsight,1,vIntro,Purple,,Movement Belmont
2024-09-05,0,,Redpoint,2,v2,Black,,Movement Belmont
2024-09-05,0,,Redpoint,3,v3,Blue,,Movement Belmont
2024-09-05,0,,Onsight,1,v1,White,,Movement Belmont
2024-09-12,0,,Repeat,,vIntro,Purple,,Movement Belmont
2024-09-12,0,,Onsight,1,v0,Blue,,Movement Belmont
2024-09-12,0,,Onsight,1,v1,White,,Movement Belmont
2024-09-12,0,,Onsight,1,v2,Black,,Movement Belmont
2024-09-12,0,,Onsight,1,v3,Pink,,Movement Belmont
2024-09-12,0,,Repeat,1,v3,Blue,,Movement Belmont
2024-09-12,0,,Onsight,1,v3,Purple,,Movement Belmont
2024-09-19,0,,Onsight,1,v0,White,,Movement Belmont
2024-09-19,0,,Onsight,1,v2,Green,,Movement Belmont
2024-09-19,0,,Onsight,1,v3,White,,
2024-09-19,0,,Onsight,1,v3,Black,,Movement Belmont
2024-09-19,0,,Onsight,1,v2,Pink,,Movement Belmont
2024-09-19,0,,Onsight,1,v2,Orange,,Movement Belmont
2024-09-19,0,,Onsight,1,v2,Purple,,
2024-09-26,0,,Onsight,1,v0,Blue,,Movement Belmont
2024-09-26,0,,Onsight,1,vIntro,Purple,,Movement Belmont
2024-09-26,0,,Onsight,1,v0,Pink,,
2024-09-26,0,,Onsight,1,v1,Black,,Movement Belmont
2024-09-26,0,,Onsight,1,v2,Orange,,Movement Belmont
2024-09-26,0,,Onsight,1,v3,Black,,Movement Belmont
2024-09-26,0,,Onsight,1,v3,Green,,Movement Belmont
2024-09-26,0,,Onsight,1,v3,Orange,,Movement Belmont
2024-09-26,0,,Redpoint,3,v3,Purple,,Movement Belmont
2024-09-26,0,,Redpoint,6,v3,Pink,,Movement Belmont
2024-10-03,0,,Repeat,,vIntro,Purple,,Movement Belmont
2024-10-03,0,,Repeat,,v0,Pink,,Movement Belmont
2024-10-03,0,,Onsight,1,v1,Purple,,Movement Belmont
2024-10-03,0,,Onsight,1,v2,Yellow,,
2024-10-03,0,,Onsight,1,v3,Purple,,
2024-10-03,0,,Repeat,1,v3,Purple,,
2024-10-03,0,,Redpoint,6,v4,White,,Movement Belmont
2024-10-08,0,,Repeat,,vIntro,Purple,,Movement Belmont
2024-10-08,0,,Repeat,,v0,Blue,,Movement Belmont
2024-10-08,0,,Onsight,,v2,Yellow,,Movement Belmont
2024-10-08,0,,Repeat,,v2,Yellow,,Movement Belmont
2024-10-10,0,,Onsight,,v0,Purple,,Movement Belmont
2024-10-10,0,,Onsight,,v1,Pink,,Movement Belmont
2024-10-10,0,,Onsight,,v2,Green,,Movement Belmont
2024-10-10,0,,Repeat,,v3,Pink,,Movement Belmont
2024-10-10,0,,Onsight,,v3,Green,,Movement Belmont
2024-10-10,0,,Onsight,,v3,Yellow,,Movement Belmont
2024-10-10,0,,Onsight,,v4,Orange,,Movement Belmont
2024-10-10,0,,Repeat,2,v4,White,,Movement Belmont
2024-10-10,0,,Onsight,,v2,Purple,,Movement Belmont
2024-10-10,0,,Onsight,,v1,Blue,,Movement Belmont
2024-10-17,0,,Onsight,,vIntro,Pink,,Movement Belmont
2024-10-17,0,,Onsight,,v0,Purple,,Movement Belmont
2024-10-17,0,,Onsight,,v0,White,,Movement Belmont
2024-10-17,0,,Onsight,,v1,Yellow,,Movement Belmont
2024-10-17,0,,Onsight,,v2,Orange,,Movement Belmont
2024-10-17,0,,Onsight,,v4,Yellow,,Movement Belmont
2024-10-17,0,,Onsight,,v3,Yellow,,Movement Belmont
2024-10-17,0,,Onsight,,v3,Pink,,Movement Belmont
2024-10-17,0,,Repeat,,v3,Green,,Movement Belmont
2024-10-17,0,,Repeat,,v3,Yellow,,Movement Belmont
2024-10-24,0,,Repeat,,v0,Purple,,Movement Belmont
2024-10-24,0,,Repeat,,v1,Pink,,Movement Belmont
2024-10-24,0,,Repeat,,v2,Purple,,Movement Belmont
2024-10-24,0,,Repeat,,v3,Pink,,Movement Belmont
2024-10-24,0,,Redpoint,7,v3,Black,,Movement Belmont
2024-10-25,0,,Repeat,,v0,Purple,,Movement Belmont
2024-10-25,0,,Onsight,,v4,Blue,,
2024-10-25,0,,Repeat,,v3,Black,,Movement Belmont
2024-10-28,0,,Repeat,,v1,Blue,,Movement Belmont
2024-10-28,0,,Repeat,,v0,White,,Movement Belmont
2024-10-28,0,,Onsight,,v1,Yellow,,Movement Belmont
2024-10-28,0,,Onsight,,v2,Pink,,Movement Belmont
2024-10-28,0,,Onsight,,v3,White,,Movement Belmont
2024-10-28,0,,Onsight,,v3,Yellow,,Movement Belmont
2024-10-28,0,,Onsight,,v2,Yellow,,Movement Belmont
2024-10-28,0,,Repeat,4,v4,Orange,,Movement Belmont
2024-10-29,0,,Onsight,,v0,Orange,,Movement Belmont
2024-10-29,0,,Onsight,,v0,Orange,,Movement Belmont
2024-10-29,0,,Onsight,,v1,Yellow,,Movement Belmont
2024-10-29,0,,Onsight,,v2,Orange,,
2024-10-29,0,,Repeat,,v3,Black,,Movement Belmont
2024-10-31,0,,Repeat,,v0,White,,Movement Belmont
2024-10-31,0,,Repeat,,v1,Yellow,,Movement Belmont
2024-10-31,0,,Repeat,,v2,Green,,Movement Belmont
2024-10-31,0,,Repeat,2,v3,Black,,Movement Belmont
2024-10-31,0,,Redpoint,2,v4,Green,,Movement Belmont
2024-11-01,0,,Repeat,,v0,Purple,,Movement Belmont
2024-11-01,0,,Repeat,,v2,Yellow,,Movement Belmont
2024-11-01,0,,Repeat,,v2,Pink,,Movement Belmont
2024-11-01,0,,Repeat,,v3,Green,,Movement Belmont
2024-11-01,0,,Onsight,,v4,Green,,Movement Belmont
2024-11-01,0,,Repeat,,v4,Orange,,Movement Belmont
2024-11-04,0,,Repeat,,v0,Orange,,Movement Belmont
2024-11-04,0,,Repeat,,v1,Yellow,,Movement Belmont
2024-11-04,0,,Repeat,2,v2,Orange,,Movement Belmont
2024-11-04,0,,Repeat,,v3,White,,Movement Belmont
2024-11-04,0,,Repeat,,v3,Yellow,,Movement Belmont
2024-11-04,0,,Repeat,2,v4,Green,,Movement Belmont
2024-11-04,0,,Repeat,,v4,Green,,Movement Belmont
2024-11-07,0,,Repeat,,v0,White,,Movement Belmont
2024-11-07,0,,Repeat,,v1,Yellow,,Movement Belmont
2024-11-07,0,,Repeat,,v2,Green,,Movement Belmont
2024-11-07,0,,Repeat,,v2,Orange,,Movement Belmont
2024-11-07,0,,Repeat,,v3,Yellow,,Movement Belmont
2024-11-07,0,,Repeat,,v3,Yellow,,Movement Belmont
2024-11-07,0,,Repeat,,v3,Green,,Movement Belmont
2024-11-07,0,,Repeat,,v3,Black,,Movement Belmont
2024-11-07,0,,Repeat,,v3,Pink,,Movement Belmont
2024-11-07,0,,Repeat,,v4,Blue,,
2024-11-07,0,,Repeat,,v4,Green,,Movement Belmont
2024-11-07,0,,Repeat,,v4,Green,,Movement Belmont
2024-11-08,0,,Repeat,,v0,Orange,,Movement Belmont
2024-11-08,0,,Repeat,,v1,Black,,Movement Belmont
2024-11-08,0,,Onsight,,v2,Orange,,Movement Belmont
2024-11-08,0,,Repeat,,v3,Purple,,
2024-11-08,0,,Onsight,,v3,Black,,Movement Belmont
2024-11-08,0,,Onsight,,v4,Black,,Movement Belmont
2024-11-09,0,,Repeat,,v2,Yellow,,Movement Belmont
2024-11-11,0,,Onsight,,v0,Yellow,,Movement Belmont
2024-11-11,0,,Onsight,,v1,Orange,,Movement Belmont
2024-11-11,0,,Repeat,,v2,Orange,,
2024-11-11,0,,Repeat,,v3,Black,,Movement Belmont
2024-11-11,0,,Repeat,,v4,Black,,Movement Belmont
2024-11-11,0,,Repeat,,v4,Green,,Movement Belmont
2024-11-14,0,,Repeat,,v0,Purple,,Movement Belmont
2024-11-14,0,,Repeat,,v0,Purple,,Movement Belmont
2024-11-14,0,,Repeat,,v1,Blue,,Movement Belmont
2024-11-14,0,,Repeat,,v2,Orange,,Movement Belmont
2024-11-14,0,,Repeat,,v3,Yellow,,Movement Belmont
2024-11-14,0,,Repeat,,v3,Black,,Movement Belmont
2024-11-14,0,,Repeat,,v4,Black,,Movement Belmont
2024-11-15,0,,Repeat,,vIntro,Pink,,Movement Belmont
2024-11-15,0,,Repeat,,v2,Orange,,Movement Belmont
2024-11-15,0,,Repeat,,v3,Green,,Movement Belmont
2024-11-15,0,,Repeat,,v3,Green,,Movement Belmont
2024-11-15,0,,Repeat,,v3,Yellow,,Movement Belmont
2024-11-15,0,,Repeat,,v3,Black,,Movement Belmont
2024-11-15,0,,Repeat,,v3,Pink,,Movement Belmont
2024-11-15,0,,Repeat,,v4,Green,,Movement Belmont
2024-11-15,0,,Onsight,,v4,White,,Movement Belmont
2024-11-15,0,,Redpoint,9,v4,White,,Movement Belmont
2024-11-18,0,,Repeat,,v0,Purple,,Movement Belmont
2024-11-18,0,,Repeat,,v1,Blue,,Movement Belmont
2024-11-18,0,,Repeat,,vIntro,Pink,,Movement Belmont
2024-11-18,0,,Repeat,,v0,Purple,,Movement Belmont
2024-11-18,0,,Repeat,,v1,Yellow,,Movement Belmont
2024-11-19,0,,Repeat,,v1,Pink,,Movement Belmont
2024-11-19,0,,Onsight,,v3,Black,,Movement Belmont
2024-11-19,0,,Onsight,,v6,Blue,,Movement Belmont
2024-11-21,0,,Onsight,,v1,Purple,,Movement Belmont
2024-11-21,0,,Onsight,,v2,Blue,,Movement Belmont
2024-11-21,0,,Repeat,,v1,Yellow,,Movement Belmont
2024-11-21,0,,Onsight,,v3,Yellow,,Movement Belmont
2024-11-21,0,,Repeat,,v4,Green,,Movement Belmont
2024-11-21,0,,Redpoint,,v5,Yellow,,Movement Belmont
2024-11-22,0,,Repeat,,v0,Purple,,Movement Belmont
2024-11-22,0,,Repeat,,vIntro,Pink,,Movement Belmont
2024-11-22,0,,Repeat,,v1,Yellow,,Movement Belmont
2024-11-22,0,,Repeat,,v0,Purple,,Movement Belmont
2024-11-22,0,,Repeat,,v0,White,,Movement Belmont
2024-11-22,0,,Repeat,,v1,Blue,,Movement Belmont
2024-11-22,0,,Repeat,1,v2,Yellow,,Movement Belmont
2024-11-22,0,,Repeat,,v1,Pink,,Movement Belmont
2024-11-22,0,,Repeat,,v2,Purple,,Movement Belmont
2024-11-22,0,,Repeat,,v2,Green,,Movement Belmont
2024-11-22,0,,Repeat,,v2,Orange,,Movement Belmont
2024-11-22,0,,Repeat,2,v3,Black,,Movement Belmont
2024-11-22,0,,Repeat,,v3,Pink,,Movement Belmont
2024-11-22,0,,Repeat,,v3,Yellow,,Movement Belmont
2024-11-22,0,,Repeat,,v3,Green,,Movement Belmont
2024-11-22,0,,Repeat,,v5,Yellow,,Movement Belmont
2024-11-22,0,,Repeat,,v4,Orange,,Movement Belmont
2024-11-25,0,,Repeat,1,vIntro,Pink,,Movement Belmont
2024-11-25,0,,Onsight,,vIntro,Pink,,
2024-11-25,0,,Onsight,,v0,Black,,Movement Belmont
2024-11-25,0,,Onsight,,v1,Blue,,
2024-11-25,0,,Onsight,,v2,Black,,
2024-11-25,0,,Onsight,,v2,Purple,,
2024-11-25,0,,Redpoint,2,v3,Yellow,,Movement Belmont
2024-11-25,0,,Onsight,,v4,Orange,,
2024-11-26,0,,Repeat,,v1,Orange,,Movement Belmont
2024-11-26,0,,Repeat,,v2,Blue,,Movement Belmont
2024-11-26,0,,Onsight,,v3,Yellow,,
2024-11-26,0,,Redpoint,,v3,Black,,Movement Belmont
2024-11-26,0,,Repeat,,v3,Yellow,,Movement Belmont
2024-11-26,0,,Redpoint,,v4,Green,,Movement Belmont
2024-11-26,0,,Repeat,,v4,White,,Movement Belmont
2024-11-26,0,,Repeat,,v4,White,,Movement Belmont
2024-12-02,0,,Onsight,,vIntro,Black,,Movement Sunnyvale
2024-12-02,0,,Onsight,,v0,Green,,Movement Sunnyvale
2024-12-02,0,,Onsight,,v1,Black,,Movement Sunnyvale
2024-12-02,0,,Onsight,,v0,Green,,Movement Sunnyvale
2024-12-02,0,,Onsight,,vIntro,Pink,,Movement Sunnyvale
2024-12-02,0,,Onsight,,v1,Yellow,,Movement Sunnyvale
2024-12-02,0,,Onsight,,v2,Yellow,,Movement Sunnyvale
2024-12-02,0,,Onsight,,v2,Blue,,Movement Sunnyvale
2024-12-02,0,,Onsight,,v2,Pink,,Movement Sunnyvale
2024-12-02,0,,Onsight,,v3,Pink,,Movement Sunnyvale
2024-12-02,0,,Flash,1,v4,Blue,,Movement Sunnyvale
2024-12-02,0,,Redpoint,4,v4,White,,Movement Sunnyvale
2024-12-02,0,,Onsight,,v3,Purple,,Movement Sunnyvale
2024-12-02,0,,Redpoint,4,v4,Purple,,Movement Sunnyvale
2024-12-02,0,,Redpoint,2,v3,White,,Movement Sunnyvale
2024-12-03,0,,Repeat,,v0,White,,Movement Belmont
2024-12-03,0,,Repeat,,v1,Orange,,Movement Belmont
2024-12-03,0,,Repeat,,v2,Pink,,Movement Belmont
2024-12-03,0,,Repeat,,v3,Black,,Movement Belmont
2024-12-03,0,,Repeat,,v4,White,,Movement Belmont
2024-12-03,0,,Repeat,,v6,Blue,,Movement Belmont
2024-12-05,0,,Repeat,,v0,Purple,,Movement Belmont
2024-12-05,0,,Repeat,,v4,Green,,Movement Belmont
2024-12-05,0,,Repeat,,v4,Orange,,Movement Belmont
2024-12-05,0,,Repeat,,v4,Green,,Movement Belmont
2024-12-05,0,,Repeat,,v3,Black,,Movement Belmont
2024-12-05,0,,Repeat,,v2,Orange,,Movement Belmont
2024-12-06,0,,Onsight,,v0,Blue,,Touchstone Dogpatch Boulders
2024-12-06,0,,Onsight,,v1,Orange,,Touchstone Dogpatch Boulders
2024-12-06,0,,Onsight,,v2,White,,Touchstone Dogpatch Boulders
2024-12-06,0,,Onsight,,v3,White,,Touchstone Dogpatch Boulders
2024-12-06,0,,Redpoint,2,v4,Pink,,Touchstone Dogpatch Boulders
2024-12-06,0,,Onsight,,v3,White,,Touchstone Dogpatch Boulders
2024-12-06,0,,Redpoint,2,v5,Green,,Touchstone Dogpatch Boulders
2024-12-09,0,,Onsight,,v0,Green,,Movement Belmont
2024-12-09,0,,Onsight,,v1,Purple,,Movement Belmont
2024-12-09,0,,Onsight,,v2,Blue,,Movement Belmont
2024-12-09,0,,Flash,1,v4,Orange,,Movement Belmont
2024-12-09,0,,Redpoint,5,v4,White,,Movement Belmont
2024-12-09,0,,Redpoint,3,v5,Pink,,Movement Belmont
2024-12-10,0,,Onsight,,v0,Green,,Touchstone Dogpatch Boulders
2024-12-10,0,,Onsight,,v1,Black,,Touchstone Dogpatch Boulders
2024-12-10,0,,Onsight,,v2,Pink,,Touchstone Dogpatch Boulders
2024-12-10,0,,Onsight,,v3,Pink,,Touchstone Dogpatch Boulders
2024-12-10,0,,Onsight,,v3,Orange,,Touchstone Dogpatch Boulders
2024-12-13,0,,Repeat,,v0,Black,,Movement Belmont
2024-12-13,0,,Repeat,1,v6,Blue,,Movement Belmont
2024-12-13,0,,Repeat,2,v4,Black,,Movement Belmont
2024-12-13,0,,Repeat,,v1,Orange,,Movement Belmont
2024-12-13,0,,Repeat,1,v2,Pink,,Movement Belmont
2024-12-13,0,,Repeat,1,v3,Black,,Movement Belmont
2024-12-13,0,,Repeat,1,v3,Black,,Movement Belmont
2024-12-13,0,,Repeat,1,v4,Green,,Movement Belmont
2024-12-13,0,,Repeat,,v4,White,,Movement Belmont
2024-12-16,0,,Repeat,1,v0,Orange,,Movement Belmont
2024-12-16,0,,Repeat,1,v1,Orange,,Movement Belmont
2024-12-16,0,,Repeat,1,v2,Purple,,
2024-12-16,0,,Repeat,1,v3,White,,Movement Belmont
2024-12-16,0,,Repeat,1,v3,White,,Movement Belmont
2024-12-16,0,,Repeat,1,v4,Green,,Movement Belmont
2024-12-16,0,,Flash,1,v5,White,,
2024-12-16,0,,Redpoint,4,v5,Green,,Movement Belmont
2024-12-16,0,,Repeat,5,v4,White,,Movement Belmont
2024-12-16,0,,Repeat,1,v4,Black,,Movement Belmont
2024-12-16,0,,Repeat,2,v4,White,,Movement Belmont
2024-12-23,0,,Onsight,,v1,Orange,,Movement Belmont
2024-12-23,0,,Repeat,1,v2,Black,,
2024-12-23,0,,Repeat,1,v3,Black,,Movement Belmont
2024-12-23,0,,Repeat,1,v4,Green,,Movement Belmont
2024-12-23,0,,Repeat,1,v5,Green,,Movement Belmont
2024-12-26,0,,Repeat,1,v0,Orange,,Movement Belmont
2024-12-26,0,,Repeat,1,v2,Pink,,Movement Belmont
2024-12-26,0,,Repeat,1,v4,Green,,Movement Belmont
2024-12-26,0,,Repeat,1,v4,White,,Movement Belmont
2024-12-26,0,,Repeat,1,v5,Green,,Movement Belmont
2024-12-26,0,,Repeat,1,v4,White,,Movement Belmont
2024-12-26,0,,Onsight,,v4,Purple,,Movement Belmont
2024-12-26,0,,Onsight,,v3,Pink,,Movement Belmont
2024-12-26,0,,Repeat,1,v4,White,,Movement Belmont
2024-12-27,0,,Repeat,2,v4,White,,Movement Belmont
2024-12-27,0,,Onsight,,v4,Green,,Movement Belmont
2024-12-27,0,,Onsight,,v4,Black,,Movement Belmont
2024-12-27,0,,Repeat,1,v4,Green,,Movement Belmont
2024-12-27,0,,Repeat,1,v4,Black,,Movement Belmont
2024-12-27,0,,Repeat,1,v4,White,,Movement Belmont
2024-12-27,0,,Repeat,2,v5,Purple,,Movement Belmont
2024-12-30,0,,Repeat,1,vIntro,Pink,,
2024-12-30,0,,Repeat,1,v0,Yellow,,Movement Belmont
2024-12-30,0,,Repeat,1,v1,Purple,,Movement Belmont
2024-12-30,0,,Repeat,1,v2,Orange,,Movement Belmont
2024-12-30,0,,Repeat,1,v3,Yellow,,Movement Belmont
2024-12-30,0,,Repeat,1,v4,White,,Movement Belmont
2024-12-30,0,,Repeat,1,v5,Green,,Movement Belmont
2025-01-03,0,,Repeat,1,v0,Green,,Movement Belmont
2025-01-03,0,,Onsight,,v2,Purple,,Movement Belmont
2025-01-03,0,,Repeat,1,v4,Orange,,
2025-01-03,0,,Repeat,2,v5,Purple,,Movement Belmont
2025-01-03,0,,Repeat,,v4,Orange,,Movement Belmont
2025-01-03,0,,Repeat,,v4,White,,Movement Belmont
2025-01-03,0,,Repeat,2,v5,White,,
2025-01-07,0,,Onsight,1,v0,Pink,,Movement Belmont
2025-01-07,0,,Onsight,,v2,Pink,,Movement Belmont
2025-01-07,0,,Onsight,,v2,White,,Movement Belmont
2025-01-07,0,,Onsight,,v3,Yellow,,Movement Belmont
2025-01-07,0,,Redpoint,3,v4,Blue,,Movement Belmont
2025-01-07,0,,Redpoint,2,v4,Green,,Movement Belmont
2025-01-07,0,,Redpoint,4,v5,Yellow,,Movement Belmont
2025-01-07,0,,Repeat,,v5,Purple,,Movement Belmont
2025-01-09,0,,Repeat,,v0,Pink,,Movement Belmont
2025-01-09,0,,Repeat,,v1,Purple,,Movement Belmont
2025-01-09,0,,Onsight,,v1,Black,,Movement Belmont
2025-01-09,0,,Onsight,,v3,Black,,Movement Belmont
2025-01-09,0,,Repeat,,v4,Blue,,Movement Belmont
2025-01-09,0,,Repeat,,v4,Green,,Movement Belmont
2025-01-09,0,,Repeat,,v5,Yellow,,Movement Belmont
2025-01-09,0,,Repeat,,v5,Purple,,Movement Belmont
2025-01-17,0,,Repeat,,v0,Pink,,Movement Belmont
2025-01-17,0,,Onsight,,v1,Yellow,,Movement Belmont
2025-01-17,0,,Onsight,,v2,Orange,,Movement Belmont
2025-01-17,0,,Onsight,,v3,Pink,,Movement Belmont
2025-01-17,0,,Onsight,,v3,Pink,,Movement Belmont
2025-01-17,0,,Flash,1,v4,Green,,Movement Belmont
2025-01-17,0,,Redpoint,2,v4,Blue,,Movement Belmont
2025-01-21,0,,Onsight,,v0,Green,,Movement Belmont
2025-01-21,0,,Onsight,,v1,White,,Movement Belmont
2025-01-21,0,,Onsight,,v3,Blue,,Movement Belmont
2025-01-21,0,,Onsight,,v3,Orange,,Movement Belmont
2025-01-21,0,,Redpoint,2,v3,Yellow,,Movement Belmont
2025-01-21,0,,Flash,1,v4,Purple,,Movement Belmont
2025-01-21,0,,Redpoint,3,v5,Purple,,Movement Belmont
2025-01-21,0,,Repeat,,v5,Purple,,Movement Belmont
2025-01-23,0,,Onsight,,v0,Orange,,Movement Belmont
2025-01-23,0,,Onsight,,v1,Purple,,Movement Belmont
2025-01-23,0,,Onsight,,v3,White,,Movement Belmont
2025-01-23,0,,Repeat,2,v4,Green,,Movement Belmont
2025-01-23,0,,Repeat,,v4,Green,,Movement Belmont
2025-01-23,0,,Repeat,2,v5,Purple,,Movement Belmont
2025-01-23,0,,Repeat,2,v5,Green,,Movement Belmont
2025-01-23,0,,Repeat,,v5,Yellow,,Movement Belmont
2025-01-23,0,,Repeat,2,v5,Purple,,Movement Belmont
2025-01-24,0,,Onsight,,vIntro,Purple,,Movement Belmont
2025-01-24,0,,Repeat,,v1,Purple,,Movement Belmont
2025-01-24,0,,Repeat,,v2,Blue,,Movement Belmont
2025-01-24,0,,Repeat,,v4,Orange,,Movement Belmont
2025-01-24,0,,Repeat,,v5,Purple,,Movement Belmont
2025-01-24,0,,Repeat,,v4,White,,Movement Belmont
2025-01-24,0,,Repeat,2,v4,Blue,,Movement Belmont
2025-01-28,0,,Repeat,,v0,Green,,Movement Belmont
2025-01-28,0,,Onsight,,v1,Black,,
2025-01-28,0,,Onsight,,v2,White,,Movement Belmont
2025-01-28,0,,Onsight,,v3,Orange,,Movement Belmont
2025-01-28,0,,Redpoint,3,v4,White,,Movement Belmont
2025-01-28,0,5,Redpoint,7,v6,Orange,,Movement Belmont
2025-01-28,0,,Onsight,,v3,Purple,,Movement Belmont
2025-01-28,0,,Onsight,,v3,Purple,,
2025-01-30,0,,Repeat,,v1,Purple,,Movement Belmont
