date,stiffness,rating,ascent_type,attempts,grade,color,climb_name,gym
2025-07-24,0,,Repeat,,v1,White,,Movement Belmont
2025-07-24,0,,Repeat,,v1,Black,,Movement Belmont
2025-07-24,0,,Repeat,,v1,Green,,Movement Belmont
2025-07-24,0,,Repeat,,v0,Blue,,Movement Belmont
2025-07-24,0,,Onsight,1,v4,White,,Movement Belmont
2025-07-29,0,,Repeat,,vIntro,White,,Movement Belmont
2025-07-29,0,,Repeat,,v0,Green,,Movement Belmont
2025-07-29,0,,Onsight,1,v3,Pink,,Movement Belmont
2025-07-29,0,,Onsight,1,v3,Purple,,Movement Belmont
2025-07-29,0,,Redpoint,,v4,Blue,,Movement Belmont
2025-08-01,0,,Onsight,1,v0,Orange,,Movement Belmont
2025-08-01,0,,Onsight,1,v2,Yellow,,Movement Belmont
2025-08-01,0,,Repeat,,v3,Purple,,Movement Belmont
2025-08-01,0,,Repeat,,v3,Pink,,Movement Belmont
2025-08-01,0,,Repeat,2,v4,Blue,,Movement Belmont
2025-08-01,0,,Repeat,,vIntro,White,,Movement Belmont
2025-08-01,0,,Repeat,,v3,Purple,,Movement Belmont
2025-08-07,0,,Repeat,,vIntro,White,,Movement Belmont
2025-08-07,0,,Repeat,,v0,Orange,,Movement Belmont
2025-08-07,0,,Repeat,,v0,Green,,Movement Belmont
2025-08-07,0,,Repeat,,v1,Green,,Movement Belmont
2025-08-07,0,,Repeat,,v1,White,,Movement Belmont
2025-08-07,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-08-07,0,,Repeat,,v3,Orange,,Movement Belmont
2025-08-07,0,,Repeat,2,v4,Black,,Movement Belmont
2025-08-12,0,,Repeat,,v0,Green,,Movement Belmont
2025-08-12,0,,Repeat,,v0,Orange,,Movement Belmont
2025-08-12,0,,Onsight,1,vIntro,Black,,Movement Belmont
2025-08-12,0,,Onsight,1,v0,Blue,,Movement Belmont
2025-08-12,0,,Onsight,1,v1,Pink,,Movement Belmont
2025-08-12,0,,Onsight,1,v2,Black,,Movement Belmont
2025-08-12,0,,Onsight,1,v3,Purple,,Movement Belmont
2025-08-12,0,,Onsight,1,v4,Green,,Movement Belmont
2025-08-12,0,,Onsight,1,v2,Green,,Movement Belmont
2025-08-15,0,,Repeat,,v0,Green,,Movement Belmont
2025-08-15,0,,Repeat,,v1,White,,Movement Belmont
2025-08-15,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-08-15,0,,Repeat,,v3,Purple,,Movement Belmont
2025-08-15,0,,Repeat,,v3,Pink,,Movement Belmont
2025-08-15,0,,Redpoint,12,v5,Blue,,Movement Belmont
2025-08-18,0,,Repeat,,v0,Green,,Movement Belmont
2025-08-18,0,,Repeat,,v0,Blue,,Movement Belmont
2025-08-18,0,,Repeat,,v5,Blue,,Movement Belmont
2025-08-22,0,,Repeat,,v0,Green,,Movement Belmont
2025-08-22,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-08-22,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-08-22,0,,Repeat,,v3,Purple,,Movement Belmont
2025-08-22,0,,Repeat,3,v5,Blue,,Movement Belmont
2025-08-22,0,,Onsight,1,v3,Black,,Movement Belmont
2025-08-22,0,5,Flash,1,v4,Blue,,Movement Belmont
2025-08-25,0,,Repeat,,v1,White,,Movement Belmont
2025-08-25,0,,Repeat,,v2,Black,,Movement Belmont
2025-08-25,0,,Repeat,,v3,Purple,,Movement Belmont
2025-08-29,0,,Repeat,,vIntro,Black,,Movement Belmont
2025-08-29,0,,Repeat,,v1,Pink,,Movement Belmont
2025-08-29,0,,Repeat,,v3,Purple,,Movement Belmont
2025-08-29,0,,Redpoint,10,v4,Yellow,,Movement Belmont
2025-09-03,0,,Repeat,,v0,Black,,Movement Belmont
2025-09-03,0,,Repeat,,v0,Blue,,Movement Belmont
2025-09-03,0,,Repeat,,v1,Green,,Movement Belmont
2025-09-03,0,,Repeat,,v2,Green,,Movement Belmont
2025-09-03,0,,Repeat,,v3,Pink,,Movement Belmont
2025-09-03,0,,Repeat,,v4,White,,Movement Belmont
2025-09-03,0,,Repeat,2,v5,Blue,,Movement Belmont
2025-09-05,0,,Repeat,,v0,Blue,,Movement Belmont
2025-09-05,0,,Repeat,,v1,Pink,,Movement Belmont
2025-09-05,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-09-05,0,,Repeat,,v3,Purple,,Movement Belmont
2025-09-05,0,,Repeat,,v4,Green,,Movement Belmont
2025-09-05,0,,Repeat,,v4,Blue,,Movement Belmont
2025-09-15,0,,Repeat,,v0,Orange,,Movement Belmont
2025-09-15,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-09-15,0,,Repeat,,v5,Blue,,Movement Belmont
2025-09-15,0,,Redpoint,4,v6,Orange,,Movement Belmont
2025-09-15,0,,Repeat,,v6,Orange,,Movement Belmont
2025-09-15,0,,Repeat,,v6,Orange,,Movement Belmont
2025-09-19,0,,Onsight,1,v0,Orange,,
2025-09-19,0,,Onsight,1,v2,Orange,,Movement Belmont
2025-09-19,0,,Onsight,1,v3,Yellow,,Movement Belmont
2025-09-19,0,,Flash,1,v4,White,,Movement Belmont
2025-09-19,0,,Redpoint,2,v4,Black,,
2025-09-19,0,,Redpoint,3,v3,Green,,
2025-09-19,0,,Repeat,2,v6,Orange,,Movement Belmont
2025-09-19,0,,Redpoint,3,v4,White,,Movement Belmont
2025-09-19,0,,Repeat,,v5,Blue,,Movement Belmont
2025-09-19,0,,Repeat,,v3,Purple,,Movement Belmont
2025-09-22,0,,Redpoint,,vIntro,Pink,,
2025-09-22,0,,Onsight,1,v1,White,,Movement Belmont
2025-09-22,0,,Onsight,1,v2,Green,,Movement Belmont
2025-09-22,0,,Onsight,1,v3,Black,,Movement Belmont
2025-09-24,0,,Repeat,,v1,White,,Movement Belmont
2025-09-24,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-09-24,0,,Repeat,,v3,Pink,,Movement Belmont
2025-09-24,0,,Repeat,,v3,Pink,,Movement Belmont
2025-09-24,0,,Repeat,,v6,Orange,,Movement Belmont
2025-09-24,0,,Repeat,,v5,Blue,,Movement Belmont
2025-09-26,0,,Onsight,1,v1,Blue,,Touchstone Hyperion
2025-09-26,0,,Onsight,1,v1,Green,,Touchstone Hyperion
2025-09-26,0,,Onsight,1,v3,Yellow,,Touchstone Hyperion
2025-09-26,0,,Onsight,1,v3,Blue,,Touchstone Hyperion
2025-09-26,0,,Redpoint,,v4,Yellow,,Touchstone Hyperion
2025-09-26,0,,Onsight,1,v4,Pink,,Touchstone Hyperion
2025-09-29,0,,Onsight,1,vIntro,Green,,Movement Belmont
2025-09-29,0,,Onsight,1,v0,White,,Movement Belmont
2025-09-29,0,,Onsight,1,v2,Blue,,Movement Belmont
2025-09-29,0,,Onsight,1,v3,Orange,,Movement Belmont
2025-09-29,0,,Onsight,1,v3,Purple,,Movement Belmont
2025-09-29,0,,Onsight,1,v4,Purple,,Movement Belmont
2025-09-29,0,,Redpoint,,v5,Yellow,,Movement Belmont
2025-09-29,0,,Repeat,,v5,Yellow,,Movement Belmont
2025-09-29,0,,Flash,1,v5,White,,Movement Belmont
2025-10-06,0,,Repeat,,v0,White,,Movement Belmont
2025-10-06,0,,Onsight,1,v1,Black,,Movement Belmont
2025-10-06,0,,Redpoint,,v1,Purple,,Movement Belmont
2025-10-06,0,,Onsight,,v2,Yellow,,Movement Belmont
2025-10-06,0,,Repeat,,v1,Purple,,Movement Belmont
2025-10-06,0,,Onsight,1,v4,White,,Movement Belmont
2025-10-06,0,,Onsight,1,v4,Orange,,Movement Belmont
2025-10-06,0,,Repeat,,v5,Yellow,,Movement Belmont
2025-10-10,0,,Repeat,,vIntro,Black,,Movement Belmont
2025-10-10,0,,Repeat,,v0,Orange,,Movement Belmont
2025-10-10,0,,Repeat,,v1,Pink,,Movement Belmont
2025-10-10,0,,Repeat,,v2,Blue,,Movement Belmont
2025-10-10,0,,Repeat,,v3,Purple,,Movement Belmont
2025-10-10,0,,Repeat,,v1,Purple,,Movement Belmont
2025-10-10,0,,Onsight,1,v0,Black,,Movement Belmont
2025-10-10,0,,Onsight,1,v1,Orange,,Touchstone Dogpatch Boulders
2025-10-10,0,,Onsight,1,v1,Purple,,Touchstone Dogpatch Boulders
2025-10-10,0,,Onsight,1,v3,Orange,,Touchstone Dogpatch Boulders
2025-10-10,0,,Onsight,1,v4,Yellow,,Touchstone Dogpatch Boulders
2025-10-13,0,,Repeat,,vIntro,Green,,Movement Belmont
2025-10-13,0,,Repeat,,v0,White,,Movement Belmont
2025-10-13,0,,Repeat,,v1,Pink,,Movement Belmont
2025-10-13,0,,Repeat,,v3,Purple,,Movement Belmont
2025-10-13,0,,Repeat,,v3,Purple,,Movement Belmont
2025-10-13,0,,Repeat,,v5,Yellow,,Movement Belmont
2025-10-17,0,,Repeat,,vIntro,Black,,Movement Belmont
2025-10-17,0,,Onsight,1,v3,Pink,,Movement Belmont
2025-10-20,0,,Repeat,,v2,Blue,,Movement Belmont
2025-10-20,0,,Repeat,,v3,Pink,,Movement Belmont
2025-10-20,0,,Onsight,,v3,Black,,Movement Belmont
2025-10-20,0,,Onsight,,v4,Green,,Movement Belmont
2025-10-24,0,,Repeat,,v0,Black,,Movement Belmont
2025-10-24,0,,Repeat,,v1,Purple,,Movement Belmont
2025-10-24,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-10-24,0,,Repeat,,v3,Yellow,,Movement Belmont
2025-10-24,0,,Redpoint,2,v3,Green,,Movement Belmont
2025-10-24,0,,Repeat,,v1,Purple,,Movement Belmont
2025-10-27,0,,Flash,1,v5,Pink,,Movement Belmont
2025-10-27,0,,Redpoint,5,v5,Purple,,Movement Belmont
2025-10-27,0,,Redpoint,,v4,Black,,Movement Belmont
2025-10-31,0,,Repeat,,v0,Black,,Movement Belmont
2025-10-31,0,,Onsight,1,v0,White,,Movement Belmont
2025-10-31,0,,Onsight,1,v1,Pink,,Movement Belmont
2025-10-31,0,,Onsight,1,v2,Black,,Movement Belmont
2025-10-31,0,,Redpoint,2,v4,Purple,,Movement Belmont
2025-10-31,0,,Redpoint,4,v3,Pink,,Movement Belmont
2025-10-31,0,,Onsight,1,v4,Yellow,,Movement Belmont
2025-10-31,0,,Repeat,,v4,Purple,,Movement Belmont
2025-11-03,0,,Repeat,,vIntro,Black,,Movement Belmont
2025-11-03,0,,Repeat,,v0,Blue,,Movement Belmont
2025-11-03,0,,Repeat,,v1,Pink,,Movement Belmont
2025-11-03,0,,Repeat,,v3,Pink,,Movement Belmont
2025-11-03,0,,Repeat,,v4,Yellow,,Movement Belmont
2025-11-03,0,,Repeat,,v4,White,,Movement Belmont
2025-11-03,0,,Repeat,,v4,White,,Movement Belmont
2025-11-03,0,,Repeat,,v5,White,,Movement Belmont
2025-11-03,0,,Repeat,,v3,Pink,,Movement Belmont
2025-11-07,0,,Redpoint,2,v2,Blue,,Touchstone Dogpatch Boulders
2025-11-07,0,,Onsight,1,v0,Black,,Touchstone Dogpatch Boulders
2025-11-07,0,,Onsight,1,v1,White,,Touchstone Dogpatch Boulders
2025-11-07,0,,Redpoint,3,v1,Green,,Touchstone Dogpatch Boulders
2025-11-07,0,,Onsight,1,v3,Pink,,Touchstone Dogpatch Boulders
2025-11-08,0,,Redpoint,3,v4,Black,,Touchstone Dogpatch Boulders
2025-11-10,0,,Onsight,1,v1,Blue,,Movement Belmont
2025-11-10,0,,Onsight,1,v2,White,,Movement Belmont
2025-11-10,0,,Repeat,,v3,Black,,Movement Belmont
2025-11-10,0,,Redpoint,2,v4,Orange,,Movement Belmont
2025-11-14,0,,Repeat,,v1,Pink,,Movement Belmont
2025-11-14,0,,Redpoint,2,v3,Orange,,Movement Belmont
2025-11-14,0,,Redpoint,2,v4,Blue,,Movement Belmont
2025-11-14,0,,Repeat,,v4,Blue,,Movement Belmont
2025-11-14,0,,Onsight,1,v4,Black,,Movement Belmont
2025-11-14,0,,Repeat,,v5,Yellow,,Movement Belmont
2025-11-17,0,,Onsight,1,v0,Pink,,Movement Belmont
2025-11-17,0,,Onsight,1,v1,Green,,Movement Belmont
2025-11-17,0,,Onsight,1,v2,Pink,,Movement Belmont
2025-11-17,0,,Onsight,1,v2,Yellow,,Movement Belmont
2025-11-17,0,,Repeat,,v3,Purple,,Movement Belmont
2025-11-21,0,,Repeat,,v0,White,,Movement Belmont
2025-11-21,0,,Repeat,,v0,Black,,Movement Belmont
2025-11-21,0,,Repeat,,v1,Purple,,Movement Belmont
2025-11-21,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-11-21,0,,Onsight,1,v2,Pink,,Movement Belmont
2025-11-21,0,,Repeat,,v4,Purple,,Movement Belmont
2025-11-21,0,,Repeat,,v5,Yellow,,Movement Belmont
2025-11-24,0,,Repeat,,v1,Green,,Movement Belmont
2025-11-24,0,,Repeat,,v2,Blue,,Movement Belmont
2025-11-24,0,,Repeat,,v3,Pink,,Movement Belmont
2025-12-01,0,,Repeat,,v0,White,,Movement Belmont
2025-12-01,0,,Repeat,,vIntro,Green,,Movement Belmont
2025-12-01,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-12-01,0,,Repeat,4,v4,Purple,,Movement Belmont
2025-12-01,0,,Repeat,2,v4,Blue,,Movement Belmont
2025-12-05,0,,Repeat,,v0,White,,Movement Belmont
2025-12-05,0,,Repeat,,v2,Blue,,Movement Belmont
2025-12-08,0,,Repeat,,v0,White,,Movement Belmont
2025-12-08,0,,Onsight,1,v2,Green,,Movement Belmont
2025-12-08,0,,Onsight,1,v4,White,,Movement Belmont
2025-12-08,0,,Redpoint,2,v5,Purple,,Movement Belmont
2025-12-10,0,,Repeat,,v0,White,,Movement Belmont
2025-12-10,0,,Repeat,,v0,Black,,Movement Belmont
2025-12-10,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-12-10,0,,Repeat,,v3,Orange,,Movement Belmont
2025-12-10,0,,Repeat,,v4,White,,Movement Belmont
2025-12-10,0,,Repeat,,v5,Purple,,Movement Belmont
2025-12-12,0,,Onsight,1,v0,Blue,,Touchstone Dogpatch Boulders
2025-12-12,0,,Onsight,1,v0,Pink,,Touchstone Dogpatch Boulders
2025-12-12,0,,Onsight,1,v3,Blue,,Touchstone Dogpatch Boulders
2025-12-15,0,,Repeat,,v1,Purple,,Movement Belmont
2025-12-15,0,,Repeat,,v3,Pink,,Movement Belmont
2025-12-19,0,,Onsight,1,v0,Black,,Movement Belmont
2025-12-19,0,,Repeat,,v1,Purple,,Movement Belmont
2025-12-19,0,,Onsight,1,v3,White,,Movement Belmont
2025-12-19,0,,Repeat,,v3,Pink,,Movement Belmont
2025-12-22,0,,Repeat,,v1,Blue,,Movement Belmont
2025-12-22,0,,Repeat,,v0,Black,,Movement Belmont
2025-12-22,0,,Repeat,,v0,Pink,,Movement Belmont
2025-12-22,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-12-22,0,,Onsight,1,vIntro,Green,,Movement Belmont
2025-12-22,0,,Onsight,1,vIntro,Blue,,Movement Belmont
2025-12-22,0,,Onsight,1,v1,Pink,,Movement Belmont
2025-12-22,0,,Repeat,,v0,White,,Movement Belmont
2025-12-22,0,,Repeat,,v2,Black,,Movement Belmont
2025-12-22,0,,Repeat,3,v4,Orange,,Movement Belmont
2025-12-22,0,,Repeat,,v4,Orange,,Movement Belmont
2025-12-26,0,,Redpoint,,v0,Green,,Movement Mountain View
2025-12-26,0,,Onsight,1,v2,Blue,,Movement Mountain View
2025-12-26,0,,Onsight,1,v3,Red,,Movement Mountain View
2025-12-26,0,,Redpoint,,v4,Pink,,Movement Mountain View
2025-12-26,0,,Repeat,,v4,Pink,,Movement Mountain View
2025-12-26,0,,Onsight,1,v3,Pink,,Movement Mountain View
2025-12-26,0,,Onsight,1,vIntro,Purple,,Movement Mountain View
2025-12-26,0,,Onsight,1,v?,Black,,Movement Mountain View
2025-12-26,0,,Onsight,1,v1,Green,,Movement Mountain View
2025-12-26,0,,Onsight,1,v0,Yellow,,Movement Mountain View
2025-12-26,0,,Onsight,1,v1,White,,Movement Mountain View
2025-12-26,0,,Onsight,1,v2,Purple,,Movement Mountain View
2025-12-26,0,,Onsight,1,v?,Black,,Movement Mountain View
2025-12-30,0,,Repeat,,v0,Black,,Movement Belmont
2025-12-30,0,,Repeat,,vIntro,Blue,,Movement Belmont
2025-12-30,0,,Repeat,,vIntro,Green,,Movement Belmont
2025-12-30,0,,Repeat,,v0,White,,Movement Belmont
2025-12-30,0,,Repeat,,v0,Pink,,Movement Belmont
2025-12-30,0,,Repeat,,v0,Black,,Movement Belmont
2025-12-30,0,,Repeat,,v1,Blue,,Movement Belmont
2025-12-30,0,,Repeat,,v1,Green,,Movement Belmont
2025-12-30,0,,Onsight,1,v3,Yellow,,Movement Belmont
2025-12-30,0,,Repeat,,v3,White,,Movement Belmont
2025-12-30,0,,Repeat,,v2,Pink,,Movement Belmont
2025-12-30,0,,Repeat,,v2,White,,Movement Belmont
2025-12-30,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-12-30,0,,Repeat,,v3,Black,,Movement Belmont
2025-12-30,0,,Repeat,,v2,Pink,,Movement Belmont
2025-12-30,0,,Repeat,,v1,Pink,,Movement Belmont
2025-12-30,0,,Repeat,,v1,Black,,Movement Belmont
2025-12-30,0,,Repeat,,v1,Purple,,Movement Belmont
2025-12-30,0,,Repeat,,v2,Yellow,,Movement Belmont
2025-12-30,0,,Repeat,,v2,Green,,Movement Belmont
2025-12-30,0,,Repeat,,v2,Black,,Movement Belmont
2025-12-30,0,,Repeat,,v3,Pink,,Movement Belmont
2026-01-06,0,,Repeat,,v0,Black,,Movement Belmont
2026-01-06,0,,Repeat,,vIntro,Green,,Movement Belmont
2026-01-06,0,,Repeat,,vIntro,Blue,,Movement Belmont
2026-01-06,0,,Repeat,,v0,Black,,Movement Belmont
2026-01-06,0,,Repeat,,v0,White,,Movement Belmont
2026-01-06,0,,Repeat,,v1,Pink,,Movement Belmont
2026-01-06,0,,Repeat,,v1,Black,,Movement Belmont
2026-01-06,0,,Repeat,,v1,Purple,,Movement Belmont
2026-01-06,0,,Repeat,,v2,Yellow,,Movement Belmont
2026-01-06,0,,Repeat,,v2,Pink,,Movement Belmont
2026-01-06,0,,Repeat,,v2,Green,,Movement Belmont
2026-01-06,0,,Repeat,,v2,Green,,Movement Belmont
2026-01-06,0,,Repeat,,v2,Black,,Movement Belmont
2026-01-06,0,,Repeat,,v4,Orange,,Movement Belmont
2026-01-06,0,,Repeat,,v4,Yellow,,Movement Belmont
2026-01-06,0,,Repeat,,v4,White,,Movement Belmont
2026-01-09,0,,Repeat,,vIntro,Blue,,Movement Belmont
2026-01-09,0,,Repeat,,v0,White,,Movement Belmont
2026-01-09,0,,Repeat,,v2,Pink,,Movement Belmont
2026-01-09,0,,Repeat,,v0,Black,,Movement Belmont
2026-01-12,0,,Repeat,,v0,Black,,Movement Belmont
2026-01-12,0,,Onsight,1,vIntro,Blue,,Movement Belmont
2026-01-12,0,,Onsight,1,v1,Pink,,Movement Belmont
2026-01-12,0,,Onsight,1,v3,Green,,Movement Belmont
2026-01-12,0,,Onsight,1,v4,Purple,,Movement Belmont
2026-01-19,0,,Repeat,,v1,Green,,Movement Belmont
2026-01-19,0,,Repeat,,v1,Blue,,Movement Belmont
2026-01-19,0,,Onsight,1,v1,Orange,,Movement Belmont
2026-01-19,0,,Onsight,1,v3,Green,,Movement Belmont
2026-01-19,0,,Onsight,1,v1,Blue,,Movement Belmont
2026-01-19,0,,Onsight,1,v4,Pink,,Movement Belmont
2026-01-19,0,,Repeat,,v4,Black,,Movement Belmont
2026-01-19,0,,Onsight,1,v5,Green,,Movement Belmont
2026-01-23,0,,Repeat,,v0,Pink,,Movement Belmont
2026-01-23,0,,Onsight,1,v1,Yellow,,Movement Belmont
2026-01-23,0,,Onsight,1,v3,Black,Low Start,Movement Belmont
2026-01-23,0,,Onsight,1,v4,White,High Finish,Movement Belmont
2026-01-26,0,,Repeat,,v0,Pink,,Movement Belmont
2026-01-26,0,,Repeat,,vIntro,Blue,,Movement Belmont
2026-01-26,0,,Onsight,1,v2,Blue,,Movement Belmont
2026-01-26,0,,Onsight,1,v2,Black,High Start,Movement Belmont
2026-01-26,0,,Repeat,,v3,Black,Low Start,Movement Belmont
2026-01-26,0,,Onsight,1,v3,White,Low Finish,Movement Belmont
2026-02-02,0,,Onsight,1,v0,White,,Movement Belmont
2026-02-02,0,,Onsight,1,v0,Yellow,,Movement Belmont
2026-02-02,0,,Onsight,1,v2,Yellow,,Movement Belmont
2026-02-02,0,,Onsight,1,v2,Pink,,Movement Belmont
2026-02-02,0,,Onsight,1,v2,Yellow,,Movement Belmont
2026-02-02,0,,Onsight,1,v3,Blue,,Movement Belmont
2026-02-02,0,,Onsight,1,v4,Orange,,Movement Belmont
2026-02-02,0,,Repeat,,v5,Green,,Movement Belmont
2026-02-09,0,,Repeat,,v0,Pink,,Movement Belmont
2026-02-09,0,,Repeat,,v1,Blue,,Movement Belmont
2026-02-09,0,,Repeat,,v2,Yellow,,Movement Belmont
2026-02-09,0,,Repeat,,v3,Green,,Movement Belmont
2026-02-13,0,,Repeat,,vIntro,Blue,,Movement Belmont
2026-02-13,0,,Onsight,1,v0,White,,Movement Belmont
2026-02-13,0,,Onsight,1,v0,Pink,,Movement Belmont
2026-02-13,0,,Onsight,1,v1,Yellow,,Movement Belmont
2026-02-13,0,,Onsight,1,v2,Orange,,Movement Belmont
2026-02-13,0,,Onsight,1,v3,Blue,,Movement Belmont
2026-02-13,0,,Onsight,1,v4,Yellow,,Movement Belmont
2026-02-20,0,,Repeat,,v1,Orange,,Movement Belmont
2026-02-20,0,,Repeat,,v1,Blue,,Movement Belmont
2026-02-20,0,,Repeat,,v2,Yellow,,Movement Belmont
2026-02-20,0,,Repeat,,v3,Blue,,Movement Belmont
2026-02-20,0,,Repeat,,v4,Pink,,Movement Belmont
2026-02-20,0,,Redpoint,3,v4,Green,,Movement Belmont
2026-02-20,0,,Repeat,,v5,Green,,Movement Belmont